Tag,PropertyName,DefaultValue,RuntimeModifiable,FileType
5.1.40,strictFloatingPoint,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,strictUpdates,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,overrideSupportsIntegrityEnhancementFacility,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,tinyInt1isBit,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,treatUtilDateAsTimestamp,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,transformedBitIsBoolean,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useBlobToStoreUTF8OutsideBMP,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useCompression,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useColumnNamesInFindColumn,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useCursorFetch,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useDynamicCharsetInfo,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useDirectRowUnpack,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useFastIntParsing,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useFastDateParsing,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useHostsInPrivileges,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useInformationSchema,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useJDBCCompliantTimezoneShift,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useLocalSessionState,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useLocalTransactionState,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useLegacyDatetimeCode,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,sendFractionalSeconds,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useNanosForElapsedTime,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useOldAliasMetadataBehavior,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useOldUTF8Behavior,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useOnlyServerErrorMessages,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useReadAheadInput,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useSqlStateCodes,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useSSL,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useSSPSCompatibleTimezoneShift,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useStreamLengthsInPrepStmts,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useTimezone,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,ultraDevHack,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useUnbufferedInput,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useUnicode,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useUsageAdvisor,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,yearIsDateType,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useJvmCharsetConverters,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useGmtMillisForDatetimes,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,dumpMetadataOnColumnNotFound,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,clientCertificateKeyStoreType,"DEFAULT_VALUE_""jks""",UNKNOWN,ConnectionPropertiesImpl
5.1.40,trustCertificateKeyStoreType,"DEFAULT_VALUE_""jks""",UNKNOWN,ConnectionPropertiesImpl
5.1.40,verifyServerCertificate,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,useAffectedRows,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,defaultAuthenticationPlugin,"DEFAULT_VALUE_""com.mysql.jdbc.authentication.mysqlnativepasswordplugin""",UNKNOWN,ConnectionPropertiesImpl
5.1.40,disconnectOnExpiredPasswords,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,getProceduresReturnsFunctions,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,detectCustomCollations,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,allowPublicKeyRetrieval,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,dontCheckOnDuplicateKeyUpdateInSQL,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,readOnlyPropagatesToServer,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.40,enableEscapeProcessing,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowLoadLocalInfile,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowMultiQueries,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowNanAndInf,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowUrlInLocalInfile,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,alwaysSendSetIsolation,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,autoClosePStmtStreams,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowMasterDownConnections,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowSlaveDownConnections,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,readFromMasterWhenNoSlaves,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,autoDeserialize,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,autoGenerateTestcaseScript,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,autoReconnect,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,autoReconnectForPools,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,autoSlowLog,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,blobsAreStrings,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,functionsNeverReturnBlobs,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,cacheCallableStmts,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,cachePrepStmts,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,cacheResultSetMetadata,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,cacheServerConfiguration,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,callableStmtCacheSize,DEFAULT_VALUE_100,UNKNOWN,ConnectionPropertiesImpl
5.1.49,capitalizeTypeNames,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,clientInfoProvider,"DEFAULT_VALUE_""com.mysql.jdbc.jdbc4commentclientinfoprovider""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,clobberStreamingResults,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,compensateOnDuplicateKeyUpdateCounts,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,connectTimeout,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,continueBatchOnError,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,createDatabaseIfNotExist,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,defaultFetchSize,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useServerPrepStmts,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,dontTrackOpenResources,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,dumpQueriesOnException,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,dynamicCalendars,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,elideSetAutoCommits,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,emptyStringsConvertToZero,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,emulateLocators,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,emulateUnsupportedPstmts,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,enablePacketDebug,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,enableQueryTimeouts,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,explainSlowQueries,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,failOverReadOnly,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,gatherPerfMetrics,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,generateSimpleParameterMetadata,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,holdResultsOpenOverStatementClose,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,includeInnodbStatusInDeadlockExceptions,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,includeThreadDumpInDeadlockExceptions,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,includeThreadNamesAsStatementComment,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,ignoreNonTxTables,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,initialTimeout,DEFAULT_VALUE_2,UNKNOWN,ConnectionPropertiesImpl
5.1.49,interactiveClient,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,jdbcCompliantTruncation,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceStrategy,"DEFAULT_VALUE_""random""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,serverAffinityOrder,"DEFAULT_VALUE_""""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceBlacklistTimeout,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalancePingTimeout,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceValidateConnectionOnSwapServer,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceExceptionChecker,"DEFAULT_VALUE_""com.mysql.jdbc.standardloadbalanceexceptionchecker""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceEnableJMX,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceHostRemovalGracePeriod,DEFAULT_VALUE_15000,UNKNOWN,ConnectionPropertiesImpl
5.1.49,loadBalanceAutoCommitStatementThreshold,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,logSlowQueries,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,logXaCommands,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,maintainTimeStats,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,maxQuerySizeToLog,DEFAULT_VALUE_2048,UNKNOWN,ConnectionPropertiesImpl
5.1.49,maxReconnects,DEFAULT_VALUE_3,UNKNOWN,ConnectionPropertiesImpl
5.1.49,retriesAllDown,DEFAULT_VALUE_120,UNKNOWN,ConnectionPropertiesImpl
5.1.49,metadataCacheSize,DEFAULT_VALUE_50,UNKNOWN,ConnectionPropertiesImpl
5.1.49,netTimeoutForStreamingResults,DEFAULT_VALUE_600,UNKNOWN,ConnectionPropertiesImpl
5.1.49,noAccessToProcedureBodies,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,noDatetimeStringSync,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,noTimezoneConversionForTimeType,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,noTimezoneConversionForDateType,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,cacheDefaultTimezone,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,nullCatalogMeansCurrent,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,nullNamePatternMatchesAll,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,packetDebugBufferSize,DEFAULT_VALUE_20,UNKNOWN,ConnectionPropertiesImpl
5.1.49,padCharsWithSpace,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,paranoid,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,pedantic,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,pinGlobalTxToPhysicalConnection,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,populateInsertRowWithDefaultValues,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,prepStmtCacheSize,DEFAULT_VALUE_25,UNKNOWN,ConnectionPropertiesImpl
5.1.49,prepStmtCacheSqlLimit,DEFAULT_VALUE_256,UNKNOWN,ConnectionPropertiesImpl
5.1.49,processEscapeCodesForPrepStmts,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,profilerEventHandler,"DEFAULT_VALUE_""com.mysql.jdbc.profiler.loggingprofilereventhandler""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,profileSQL,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,queriesBeforeRetryMaster,DEFAULT_VALUE_50,UNKNOWN,ConnectionPropertiesImpl
5.1.49,queryTimeoutKillsConnection,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,reconnectAtTxEnd,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,relaxAutoCommit,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,reportMetricsIntervalMillis,DEFAULT_VALUE_30000,UNKNOWN,ConnectionPropertiesImpl
5.1.49,requireSSL,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,resultSetSizeThreshold,DEFAULT_VALUE_100,UNKNOWN,ConnectionPropertiesImpl
5.1.49,retainStatementAfterResultSetClose,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,rewriteBatchedStatements,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,rollbackOnPooledClose,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,roundRobinLoadBalance,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,runningCTS13,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,secondsBeforeRetryMaster,DEFAULT_VALUE_30,UNKNOWN,ConnectionPropertiesImpl
5.1.49,selfDestructOnPingSecondsLifetime,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,selfDestructOnPingMaxOperations,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,replicationEnableJMX,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,slowQueryThresholdMillis,DEFAULT_VALUE_2000,UNKNOWN,ConnectionPropertiesImpl
5.1.49,socketTimeout,DEFAULT_VALUE_0,UNKNOWN,ConnectionPropertiesImpl
5.1.49,strictFloatingPoint,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,strictUpdates,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,overrideSupportsIntegrityEnhancementFacility,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,tinyInt1isBit,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,treatUtilDateAsTimestamp,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,transformedBitIsBoolean,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useBlobToStoreUTF8OutsideBMP,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useCompression,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useColumnNamesInFindColumn,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useCursorFetch,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useDynamicCharsetInfo,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useDirectRowUnpack,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useFastIntParsing,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useFastDateParsing,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useHostsInPrivileges,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useInformationSchema,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useJDBCCompliantTimezoneShift,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useLocalSessionState,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useLocalTransactionState,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useLegacyDatetimeCode,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,sendFractionalSeconds,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useNanosForElapsedTime,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useOldAliasMetadataBehavior,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useOldUTF8Behavior,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useOnlyServerErrorMessages,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useReadAheadInput,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useSqlStateCodes,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useSSL,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useSSPSCompatibleTimezoneShift,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useStreamLengthsInPrepStmts,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useTimezone,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,ultraDevHack,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useUnbufferedInput,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useUnicode,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useUsageAdvisor,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,yearIsDateType,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useJvmCharsetConverters,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useGmtMillisForDatetimes,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,dumpMetadataOnColumnNotFound,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,clientCertificateKeyStoreType,"DEFAULT_VALUE_""jks""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,trustCertificateKeyStoreType,"DEFAULT_VALUE_""jks""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,verifyServerCertificate,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,useAffectedRows,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,defaultAuthenticationPlugin,"DEFAULT_VALUE_""com.mysql.jdbc.authentication.mysqlnativepasswordplugin""",UNKNOWN,ConnectionPropertiesImpl
5.1.49,disconnectOnExpiredPasswords,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,getProceduresReturnsFunctions,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,detectCustomCollations,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,allowPublicKeyRetrieval,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,dontCheckOnDuplicateKeyUpdateInSQL,DEFAULT_VALUE_FALSE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,readOnlyPropagatesToServer,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
5.1.49,enableEscapeProcessing,DEFAULT_VALUE_TRUE,UNKNOWN,ConnectionPropertiesImpl
8.0.15,USER,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,PASSWORD,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,paranoid,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,passwordCharacterEncoding,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,serverRSAPublicKeyFile,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,allowPublicKeyRetrieval,DEFAULT_VALUE_FALSE,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,clientCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,trustCertificateKeyStoreUrl,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,clientCertificateKeyStoreType,"""JKS""",RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,clientCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,trustCertificateKeyStoreType,"""JKS""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,trustCertificateKeyStorePassword,DEFAULT_VALUE_NULL_STRING,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,enabledSSLCipherSuites,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,enabledTLSProtocols,DEFAULT_VALUE_NULL_STRING,RUNTIME_NOT_MODIFIABLE,PropertyDefinitions
8.0.15,useUnbufferedInput,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,profilerEventHandler,"""com.mysql.cj.log.LoggingProfilerEventHandler""",RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,allowLoadLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,allowMultiQueries,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,allowNanAndInf,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,allowUrlInLocalInfile,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,alwaysSendSetIsolation,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,autoClosePStmtStreams,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,allowMasterDownConnections,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,allowSlaveDownConnections,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,readFromMasterWhenNoSlaves,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,autoDeserialize,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,autoGenerateTestcaseScript,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,autoReconnect,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,autoReconnectForPools,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,autoSlowLog,DEFAULT_VALUE_TRUE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,blobsAreStrings,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,functionsNeverReturnBlobs,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,cacheCallableStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,cachePrepStmts,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
8.0.15,cacheResultSetMetadata,DEFAULT_VALUE_FALSE,RUNTIME_MODIFIABLE,PropertyDefinitions
